Intent,Sentence
0,"Also, I straightened up the deal with AT&T Long distance and they are going to correct the bill to $33.23 and starting with the next bill we are supposed to get 120 minutes a month of free long distance so talk up."
0,"Also, I want to manage expectations a bit about the possibility of having Enron stream the conference."
0,"Also, I've assumed that we won't send Dennis any of the data from EE&CC or ENA."
0,"Also, Sunday is Astroworld day for Enron employees, but you probably won't get here early enough to do that either..."
0,"Also, the changes in the structure of gas demand require development of different types of storage (more peaking storage)."
0,"Although fuel use and a natural gas analysis was not available at the facility, all units tested appeared to be in compliance with the permit limits."
0,"Although she is looking to fill this position within the next two weeks, she mentioned that if this didn't work out for me that she would forward my resume to the HR Recruiter, Dianne White."
0,"Am just back from Disneyworld (Tyler loved it, so you will have a great time in a few weeks) today, and I did get your message."
0,American Heart Association This e-mail is a receipt for your donation of $50.00.
0,Amsterdam 1850-1940 1.1.0
0,An exchange that Commerce One is helping build for the big automakers is about to crank up.
0,"And Coming Soon to a Theater Near You: Son of GodFrom the producers of The Bible, watch for the Bible-series-turned-motion-picture event, Son of God, scheduled to hit theaters February 28, 2014!"
0,And I think we've worked closely enough together over the last year for you to have a basis for reviewing me.
0,And I think you know that we are fully ready to help in any way we can in the weeks and months ahead.
0,And I want to show you it all.
0,"And I would do it on a 2 day lag like this, today is the 9th, give him the balance for the 7th."
0,And change the order of some items by pressing and holding the 3 gray lines next to the item you want to move - and dragging the item up/down
0,"And if those challenges become problems for the company, the company could become a problem for the entire B2B sector, as investors realize all over again how hard it will be to make B2B work."
0,"And in case you want to listen to some music on your own for a while, just click on the Switch and go to My Stream to enjoy your very own Personal Radio experience."
0,And it took me a while to find the right mentor when I first started online.
0,And my apologies for not having included you on the email distribution list sooner.
0,And only you can decide when your hip pain is getting in the way of how you want to live.
0,And should I see if Scott and/or Donald want to attend?
0,"And to help shake off the winter blues, we're offering a huge 20% off all photobooks until 30 June."
0,And we need some more details (in addition to what Jim did) if possible.
0,"And with that, we'd like to share with you our plans for the next 75 days."
0,"And yes, all by email (save for, say, the preliminary chat)."
0,"And your delivery of the information was very well done -- you were poised, organized, prepared and confident."
0,Another purpose for the trip is to spend some time with Fernley and his business controllers to get their ideas on specific goals that as a group we would commit to for 2000.
0,"Another sytem is to deep fry the truffles in the oil, obtaining a sauce you can save in the refrigerator for about a month."
0,Any first class upgrades available?
0,Any other follow-info from last Tuesday'Wednesday's meeting that I should be aware of?
0,Any other use of the email by you is prohibited.
0,"Anyway, I dont want to send up a red flag to the state of Colorado."
0,"Anyway, I hope you'll still comment on the presentation, and I'm glad that you've agreed to do part of it on Thursday."
0,Apparently two are opening this year in NJ:
0,"Apple celebrates App Store birthday on 11 July, 56,000+ apps in 1 year"
0,Approximately 25% of your IT budget is managing boxes ( fixed assets) that has no competitive value.
0,April 2011 02: Fertile Day 1 - Est due date 12/18/11 03: Fertile Day 2 - Est due date 12/18/11 04: Fertile Day 3 - Est due date 12/18/11 05: Fertile Day 4 - most likely to ovulate 06: Fertile Day 5 - Est due date 12/18/11 18: Period Day 1 19: Period Day 2 20: Period Day 3 21: Period Day 4 22: Period Day 5 23: Period Day 6 24: Period Day 7
0,"April 5-19 15,000/day delivered to Mobil Beaumont at IF HSC - .055."
0,"April fools, BenWiggin!"
0,Are more available?
0,Are there alternative liquid markets available that might have better pricing?
0,Are there any issues from your point of view?
0,"Are we still holding Wednesday, June 27, for the ETS Associate and Analyst Mid-Year 2001 PRC?"
0,"Ariba has hailed the acquisition as one that gives it best-of-breed auction capability, which it would integrate into its own suite of software products."
0,"As I also mentioned, the first weekend in April is when the Roundtop Antiques Festival is."
0,"As Martin and I had mentioned, Matt is taking the SAT's for the first time on Sat., Jan 26th."
0,"As a follow-up to our conversation in London when you said I should bring to your attention any concerns I might have with financial trading issues, the following has recently come up as an issue here in Houston (and does so from time to time)."
0,"As a result, most companies that file a bankruptcy petition, but which inetend to remain in business, seek the specific authority of the bankruptcy court to make payments on the priority wage claims immediately so that employees will experience little or no disruption in their wage/salary payments while they continue working."
0,"As a thank you, for any pictures we use, we would like to pay for your company to have 30 minutes of live one on one training and support with one of our product experts to help you get even more from Schedule it."
